complaint_id,date_received,district_occurrence,general_cap_classification,summary,incident_date_extract,incident_time_extract,objectid,label
22-0367,2022-08-19 04:00:00+00,2400.0,CRIMINAL ALLEGATION,"According to the complainant, on 8-13-22, while in the confines of the 24th District, their family member was robbed and beaten severely by four Strike Force officers. The complainant states that the officers took $350.00 USC from their family member.",08/13/2022,,6853,high
22-0368,2022-08-19 04:00:00+00,600.0,UNPROFESSIONAL CONDUCT,"According to the complainant, on 8-5-22 at 11:20 PM, while in the confines of the 6th District, they were crossing an intersection and noticed a vehicle speeding towards them, causing them to step back onto the sidewalk. The complainant states that the vehicle went through a red light and the officer stationed across the street missed the incident due to them being on their phone. When the complainant approached the officer, they asked them if they saw the vehicle that almost hit them and ran a red light, the officer responded no, then went back on their phone. The complainant feels that the officer missed the incident because they were distracted by their phone.",08/05/2022,11:20 PM,6854,medium
22-0369,2022-08-19 04:00:00+00,500.0,UNPROFESSIONAL CONDUCT,"According to the complainant, an officer is a resident at one of the properties they manage and the officer has not paid their rent since April 2022. The complainant states that the officer has informed them that they have been out of work and are suffering from PTSD. The complainant states that the court awarded them $11, 325.85 for rent and no repayment has been made yet.",,,6855,medium
22-0370,2022-08-19 04:00:00+00,1600.0,LACK OF SERVICE,"According to the complainant, on 8-8-22 at 12:00 PM, while in the confines of the 16th District, they attempted to report a burglary and serve a Protection from Abuse Order. The complainant explained to the officers that they wanted to serve the order to their family member and that their property was stolen from them but the officers refused. The complainant states that the officers refused to serve the order and take their burglary report.",08/08/2022,12:00 PM,6856,low
22-0371,2022-08-19 04:00:00+00,1600.0,LACK OF SERVICE,"According to the complainant, on 8-8-22 at 12:06 PM, while in the confines of the 16th District, they called 911 twice because they were being assaulted by a family member. The complainant states that officers did not arrive until 8:00 PM.",08/08/2022,12:06 PM,6857,low
22-0372,2022-08-19 04:00:00+00,800.0,UNPROFESSIONAL CONDUCT,"According to the complainant, on 8-2-22 at 12:01 AM, while in the confines of the 8th District, they rent a property, 4950 Filter Street, to a detective. The complainant states that the detective has not paid their rent in several months and is now refusing to abide by the eviction notice that was served on 7-22-22. This was the second notice that was given to the detective this year. The complainant further states that there is one water meter on the property and that it is split between the two renters. The detective has kept the money from the water bill payment from the other renter, instead of forwarding it to the complainant.",08/02/2022,12:01 AM,6858,medium
22-0373,2022-08-19 04:00:00+00,1500.0,LACK OF SERVICE,"According to the complainant, on 8-12-22 at 9:35 PM, while in the confines of the 15th District, they were involved in a car accident. The complainant states that they called 911 six times and no one answered the phone.",08/12/2022,9:35 PM,6859,low
17-0100,2017-03-10 05:00:00+00,1900.0,PHYSICAL ABUSE,"According to the complainant, on 12-22-12 at 12:36am, they were physically abused by officers assigned to the 19th District.",12/22/2012,12:36 AM,3356,high
17-0101,2017-03-09 05:00:00+00,2000.0,NON-INVESTIGATORY INCIDENT,"According to the complainant, proper police procedures were not followed by a commander assigned to Internal Affairs.",,,3357,low
17-0102,2017-03-07 05:00:00+00,2400.0,UNPROFESSIONAL CONDUCT,"According to the complainant, on 02-25-17 at 6pm, an officer assigned to the 24th District, conducted themselves unprofessionally.",02/25/2017,,3358,medium
17-0103,2017-03-10 05:00:00+00,6000.0,VERBAL ABUSE,"According to the complainant, on 02-25-17 at 9:20pm, they were verbally abused by officers assigned to the 6th District.",02/25/2017,9:20 PM,3359,medium
17-0104,2017-03-10 05:00:00+00,1800.0,SEXUAL CRIME/MISCONDUCT,"According to the complainant, on 03-02-17 at 12:30pm, they were inappropriately touched and threatened by officers assigned to the 18th District.",03/02/2017,12:30 PM,3360,high
17-0107,2017-03-10 05:00:00+00,1200.0,DEPARTMENTAL VIOLATIONS,"According to the complaint, on 03-04-17 at 4:53pm, they were treated unprofessionally by officers assigned to the 12th District.",03/04/2017,4:53 PM,3363,medium
17-0108,2017-03-10 05:00:00+00,2400.0,LACK OF SERVICE,"According to the complainant, on 01-07-17 at 10:50pm, they did not receive proper service from officers and a sergeant assigned to the 24th District.",01/07/2017,10:50 PM,3364,low
17-0109,2017-03-10 05:00:00+00,1600.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 01-29-17 at 12:47am, officers conducted themselves unprofessionally during a vehicle investigation. The officer are assigned to the 16th District.",01/29/2017,12:47 AM,3365,medium
17-0110,2017-03-14 04:00:00+00,9000.0,LACK OF SERVICE,"According to the complainant, on 03-02-17 at 9:05am, they did not receive proper service from an officer assigned to the 9th District.",03/02/2017,9:05 AM,3366,low
17-0111,2017-03-14 04:00:00+00,2500.0,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 03-04-17 at 4:45pm, they were stopped because of their race by officers assigned to the 25th District.",03/04/2017,4:45 PM,3367,low
17-0112,2017-03-14 04:00:00+00,9000.0,PHYSICAL ABUSE,"According to the complainant, on 03-06-17 at 6:00pm, they were they were verbally and physically abused by officers assigned to the 9th District.",03/06/2017,6:00 PM,3368,high
17-0113,2017-03-14 04:00:00+00,3000.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 03-03-17 at 8:13am, proper police procedures were not followed by an officer assigned to the 3rd District.",03/03/2017,8:13 AM,3369,medium
17-0114,2017-03-14 04:00:00+00,1800.0,VERBAL ABUSE,"According to the complainant, on 03-08-17, they were verbally abused and harassed by officers assigned to the 18th District.",03/08/2017,,3370,medium
17-0115,2017-03-15 04:00:00+00,9000.0,PHYSICAL ABUSE,"According to the complainant, on 3-6-17 at 5:30pm, they did not receive proper service from a supervisor assigned to the 9th District.",03/06/2017,5:30 PM,3371,high
